image_name,comment-fa
2917527717.jpg,گروهی از مردم در حال عبور از یک دره هستند
2917527717.jpg,این دو مادر در حال راه رفتن بچه خود هستند
2917527717.jpg,گروهی در حال قدم زدن در دره ای هستند
2917843040.jpg,شخصی که پیراهن قرمز بر تن دارد ، از زمینی سنگلاخ و علفی به بالا می پرد
2917843040.jpg,مردی که روی زمین سخت می پرید
2917843040.jpg,مردی به هوا می پرد
2917843040.jpg,شخصی به بیرون می پرد
2917843040.jpg,پسری با پرش قرمز
2918474117.jpg,مردی با موهای بلند قهوه ای ، ژاکت تیره ، تی شرت گرافیکی قهوه ای و شلوار جین آبی در حالی که درام بر سر دارد با تلفن همراه صحبت می کند
2918474117.jpg,پسری لاغر و لاغر و موهای بلند سیاه در حالی که با تلفن همراه صحبت می کند و طبلی بر سر دارد ، راه می رود
2918474117.jpg,مردی با موهای بلند و شلوار جین آبی که هنگام صحبت با تلفن طبل باس قرمز را بالای سرش حمل می کند
2918474117.jpg,یک مرد در حالی که با تلفن همراه خود صحبت می کند از طریق جمعیت یک طبل قرمز بر روی سر خود دارد
2918474117.jpg,مرد جوانی که طبل به سر دارد راه می رود
2918653119.jpg,غلتک با پیراهن و کلاه سبز ، کنار یک نرده سبز کنار پله ها می لغزد
2918653119.jpg,یک غلتک مرد با یک پیراهن سبز و کلاه که از یک ریل سبز خرد می کند
2918653119.jpg,مردی در حالی که از نرده روی برخی از پله ها غلت می خورد
2918653119.jpg,شخصی که رولبرلد پوشیده است از یک نرده به پایین سر می خورد
2918653119.jpg,یک اسکیت برد از نرده برخی از پله ها سر می خورد
2918769188.jpg,بازوی شناگر از آب درون نشانگر راه راه بلند می شود
2918769188.jpg,یک شناگر پشت در استخر شنا را انجام می دهد
2918769188.jpg,شخصی که در استخر شنا پشت می کند
2918769188.jpg,شناگر در خط شنا کرال پشت می کند
2918769188.jpg,شخصی که در استخر شنا می کند
2918880895.jpg,مردی با پیراهن زرد و مردی با پیراهن آبی و کراوات که در حال عکس گرفتن است
2918880895.jpg,مردی با پیراهن زرد و زرد بازوی خود را به دور مردی با پیراهن آبی قرار می دهد
2918880895.jpg,دو مرد هر کدام یک بازو به دور هم دارند و لباس رسمی دارند
2918880895.jpg,دو پسر ، یکی سیاه و دیگری سفید ، که برای دوربین لبخند می زنند
2918880895.jpg,دو کارمند برای یک عکس ژست می گیرند
2920005017.jpg,مردی با حوله ای که دور کمرش پیچیده است ، در سونا و چراغ روشن نشسته است
2920005017.jpg,مردی که در حوله پیچیده شده در سونا نشسته است
2920005017.jpg,مردی در یک سونا که در حوله پیچیده است در حال استراحت است
2920005017.jpg,مردی که فقط حوله پوشیده در سونا است
2920005017.jpg,مردی در سونا آرام می گیرد
2920305300.jpg,مردی که روی دسته ای که روی کلاه ایمنی مشکی دارد دوچرخه سواری می کند که شماره آن پنج هزار و ششصد و سی و سه است
2920305300.jpg,نمای نزدیک از مردی که با دوچرخه خود از جنگل عبور می کند
2920305300.jpg,مردی با رنگ آبی و صورتی دوچرخه سوار است
2920305300.jpg,دوچرخه دوچرخه سوار مرد از طریق جنگل
2920305300.jpg,انسان در حالی که قیافه می زند دوچرخه سواری می کند
2920516901.jpg,سگ خاکستری و پاچه ای با پوزه بند و پیراهن زرد با علامت شش ، در مسیر حرکت می کند
2920516901.jpg,یک سگ تازی که در مسابقه ای با شناسه شماره شش در حال دویدن است
2920516901.jpg,سگ تازی با پیراهن زرد و در حال دویدن در پیست خاکی
2920516901.jpg,یک سگ مسابقه ای که پیراهن زرد با شماره شش بر تن دارد
2920516901.jpg,یک تازی در حال اجرا
2920969723.jpg,کودک روی اسکیت بورد از طریق هوا و در کنار یک ساختمان پرواز می کند
2920969723.jpg,یک اسکیت بورد در امتداد لوله ای زیر آتش فرار می کند
2920969723.jpg,پسری با اسکیت بورد خود از طریق یک لوله بر روی یک ساختمان عبور می کند
2920969723.jpg,یک اسکیت بورد که از جلوی یک ساختمان می پرد
2920969723.jpg,یک اسکیت بورد در خیابان های شهر سوار می شود
2921094201.jpg,مردی روی صندلی هواپیما نشسته و دختری جوان را در آغوش گرفته و توسط دیگر مسافران محاصره شده است
2921094201.jpg,هنگامی که سوار هواپیما می شوند ، دختری کوچک که صورتی رنگ به تن دارد ، روی دامان مرد می خوابد
2921094201.jpg,دختر جوانی در حالی که در هواپیما نشسته بود در آغوش پدرش می خوابد
2921094201.jpg,دختر جوانی که ژاکت صورتی رنگ به تن دارد و روی مرد نشسته است
2921094201.jpg,دختر کوچکی که در هواپیمای شلوغ خوابیده است
2921112724.jpg,شخصی از طریق یک زمین بازی شنی سوار یک وسیله نقلیه سه چرخ است
2921112724.jpg,من مرد سوار یک دوچرخه پدال سه چرخ هستم و هوابرد هستم
2921112724.jpg,مردی که سوار یک وسیله نقلیه سه چرخ بود ، واژگون می شود
2921112724.jpg,شخصی سوار بر سه چرخ که بر روی دو چرخ رانندگی می کند
2921112724.jpg,شخصی با سه چرخه
2921198890.jpg,یک سگ تازی با یک پارچه سبز مسابقه ای و یک پوزه در یک مسیر اجرا می شود
2921198890.jpg,یک تازی برنزه ، شماره چهار ، در این مسیر در حال دویدن است
2921198890.jpg,سگی که شماره چهار را بر تن دارد در یک مسابقه می دود
2921198890.jpg,تازی شماره چهار ورزشی در حال مسابقه است
2921198890.jpg,یک سگ مسابقه ای حرفه ای که در حال دویدن است
2921530804.jpg,زنی در خانه با بلوز راه راه و لباس گردن قهوه ای لیوان آبجو و غول پیکر و غول پیکر خود را بالا می برد
2921530804.jpg,یک زن که از یک لیوان بزرگ و تمیز در حال نوشیدن نوشیدنی کف است
2921530804.jpg,خانمی که از یک لیوان بزرگ آبجو می نوشد
2921530804.jpg,زن لیوان بزرگی از آبجو را به نمایش می گذارد
2921530804.jpg,زنی که لیوان آبجو را بالا می کشد
2921670682.jpg,زن با دوچرخه ایستاده است و از شهر عبور می کند
2921670682.jpg,مرد جوانی که در یک منطقه شهری ترفندهای دوچرخه سواری می زند
2921670682.jpg,شخصی در شهر با دوچرخه ترفند می زند
2921670682.jpg,مردی که روی یک دوچرخه در مرکز شهر ایستاده است
2921670682.jpg,مردی با دوچرخه در شهر
2921806371.jpg,مردی که کت سبز و روسری چهارخانه ای بر تن دارد ، عینکی به چشم دارد و در پس زمینه ای آبی کتاب می خواند
2921806371.jpg,مردی با عینک و کت و روسری چهارخانه کتابی را در دست دارد و چیزی می گوید
2921806371.jpg,مردی با عینک ، کت و روسری جلوی دیوار آبی با کتابی باز ایستاده است
2921806371.jpg,مردی با کت خاکستری و روسری شطرنجی ، کتابی باز در دست دارد
2921806371.jpg,مردی که کت و روسری پوشیده است ، با صدای بلند روی صحنه می خواند
2921906558.jpg,شخصی که پیراهن آبی ، شلوار خاکستری و کفش های مشکی بر تن دارد ، در کنار عصا روی زمین دراز کشیده است
2921906558.jpg,مردی بی خانمان با چوب دستی در وسط شهر خوابیده ، در حالی که دو زن از پله ها بالا می روند
2921906558.jpg,پسری با پیراهن آبی در فضای باز خوابیده است
2921906558.jpg,مردی با عصا روی نیمکت خوابیده است
2921906558.jpg,مردی با عصا روی زمین افتاده است
292198220.jpg,یک دختر کوچک با موهای بور بیرون بازی با یک عروسک کوچک است
292198220.jpg,دختربچه ای با پیراهن صورتی به عروسک اسباب بازی نگاه می کند
292198220.jpg,یک دختر بور و کوچک که لباس صورتی پوشیده ، یک اسباب بازی در دست دارد
292198220.jpg,دختری با ژاکت صورتی ، با عروسک بازی می کند
292198220.jpg,یک دختر بور عروسک پلاستیکی کوچکی را در دست دارد
2922222717.jpg,یک سگ سیاه کوچک که دو انگشت خانمها را روی یک کاناپه بژ گاز می گیرد
2922222717.jpg,سگ کوچک سیاه انگشتان یک زن را گاز می گیرد
2922222717.jpg,گاز گرفتن سگ سیاه و سفید روی انگشت فرد
2922222717.jpg,یک سگ کوچک انگشتان خانم ها را گاز می گیرد
2922222717.jpg,یک سگ سیاه کوچک انگشتان را می جوید
2922504002.jpg,دو مرد و سه کودک در ساحل با امواج آب پاشیده می شوند
2922504002.jpg,گروهی از مردان و کودکان در حالی که موجی برخورد می کند ، در شن بازی می کنند
2922504002.jpg,مردان و کودکان در ساحل توسط آب پاشیده می شوند
2922504002.jpg,کودکان و بزرگسالان در ساحل بازی می کنند
2922504002.jpg,دو مرد و سه کودک در ساحل هستند
2922512807.jpg,یک مرد برهنه در اسکیت بورد مقابل یک ساختمان سفید هوایی است
2922512807.jpg,مرد جوانی روی اسکیت بورد خود از یک پله پایین می پرد
2922512807.jpg,مردی روی اسکیت بوردش در حال پرواز از یک پله است
2922512807.jpg,پسر جوان بدون پیراهن اسکیت بورد خود را از بالای پله ها رد می کند
2922512807.jpg,پسر با اسکیت بورد در حال پرش است
2922651812.jpg,یک زن میانسال در حالی که لپ تاپ خود را در کنار خود باز کرده است ، از رایانه رومیزی خود استفاده می کند
2922651812.jpg,خانمی در یک دفتر به صفحه های رایانه رومیزی و لپ تاپ نگاه می کند
2922651812.jpg,زنی مشغول کار با رایانه رومیزی است که لپ تاپ در آن نزدیکی است
2922651812.jpg,یک زن در راحتی خانه خود در حال مرور اینترنت است
2922651812.jpg,زنی که در روپوش خود روی کامپیوتر کار می کند
2922668858.jpg,یک اجرای در حال اجرا است که متشکل از یک زن و دو مرد است که کنار قطار ایستاده اند و صحبت می کنند
2922668858.jpg,دو مرد و یک زن در نمایش توماس موتور تانک روی صحنه هستند
2922668858.jpg,گروهی از بازیگران در حال اجرای نمایشنامه ای با مضمون توماس تانک هستند
2922668858.jpg,صحنه ای با حضور توماس تانک و دوستانش
2922668858.jpg,تولید صحنه توماس تانک
125319704.jpg,دو نفر با تجهیزات دوچرخه ، کنار دو بستر سنگی با دوچرخه ایستاده اند
125319704.jpg,دو دوچرخه سوار کنار یک جریان برای یک عکس ژست می گیرند
125319704.jpg,دو دوچرخه سوار جاده ای در نهر متوقف شدند
125319704.jpg,شخصی که در کنار دوچرخه در جریان است
125319704.jpg,دو دوچرخه سوار در سراسر زمین راه می روند
1253264731.jpg,دختری که لباس صورتی و لباس عمومی به تن دارد لبخند می زند و کودک دیگری نیز وجود دارد که از تمرکز خارج شده است
1253264731.jpg,دختری با لباس مرجانی با عینک در حالی که به نرده ای تکیه داده است لبخند می زند
1253264731.jpg,دو دختر ، یکی با لباس بزرگ ، حصاری را نگه داشته که پشت آن آب قرار دارد
1253264731.jpg,دو کودک روی حصار فلزی سبز ایستاده اند
1253264731.jpg,کودکانی که در حرکت متوقف بازی می کنند
1253275679.jpg,پسر جوانی که لباس سیاه و سفید زیرک و سرش را به پایین خم کرده پوشیده بود
1253275679.jpg,پسر یک تی شرت مشکی پوشیده است
1253275679.jpg,پسری سرش را پایین انداخته است و پیراهنی به تن دارد
1253275679.jpg,پسر جوان با تی شرت مشکی که سرش را تکان می دهد
1253275679.jpg,پسر جوانی که یک تی شرت پوشیده است و به پایین نگاه می کند
125382282.jpg,خودروی شاسی بلند آبی رنگ در این تصادف کاملاً منفجر شد و به سرعت یدک کش شد
125382282.jpg,مردی با لباس مشکی در حال اتصال یک یدک‌کش به یک خودروی شاسی‌بلند آبی تیره و خراب است
125382282.jpg,یک وسیله نقلیه ورزشی خراب شده بارگیری می شود تا توسط کامیون دیگری یدک بکشد
125382282.jpg,یک کامیون به تازگی به پشت کامیون دیگری تصادف کرده است
125382282.jpg,یک اتومبیل آسیب دیده با رنگ سیاه در خیابان
1254659.jpg,تابلویی که باربیکیو مغولی را نشان می دهد بالای دو کارمند با پیراهن و کلاه سفید و پیش بند سبز می درخشد
1254659.jpg,دو کارمند رستوران یک بشقاب غذا را زیر تابلوی نئونی باربیکیو مغولی رد و بدل می کنند
1254659.jpg,مرد و زن شاغل در کباب پز مغولی در پیشخوان ایستاده اند
1254659.jpg,دو کارگر در یک رستوران باربیکیو مغولستانی
1254659.jpg,دو نفر که در یک رستوران کار می کنند
1255504166.jpg,در حالی که ابرهای سفید بر فراز کوه ها شناور هستند ، کودک کوچکی در آب با پاشیده شدن محاصره می شود
1255504166.jpg,پسر بچه ای در پس زمینه و با غروب خورشید زیبا و کوه ها در آب بازی می کند
1255504166.jpg,پسر جوانی در پس زمینه کوه ها در آب بازی می کند
1255504166.jpg,کودک در حال پاشیدن در آب است
1255504166.jpg,پسری که در دریاچه بازی می کند
1255599434.jpg,دو پسر جوان در تنه شنا در آب هستند و به یکدیگر نگاه می کنند
1255599434.jpg,سه کودک با تنه شنا و بدون لباس در موج سواری بازی می کنند
1255599434.jpg,سه کودک در پی اقیانوس بازی می کنند
1255599434.jpg,دو پسر با شلوار کوتاه در آب بازی می کنند
1255599434.jpg,سه پسر در اقیانوس بازی می کنند
1255846277.jpg,یک تراکتور بزرگ سبز یک پیوست قرمز را در امتداد یک منطقه علف های هرز می کشد
1255846277.jpg,یک تراکتور سبز که پشت آن ماشین قرمز است در یک مزرعه قرار دارد
1255846277.jpg,یک تراکتور سبز جان دیر در مزرعه ای که یک تریلر قرمز رنگ می کشد
1255846277.jpg,یک تراکتور رنگارنگ در مزرعه
1255846277.jpg,تراکتور در مزرعه ای رانندگی می کند
125635185.jpg,سه کودک در فضای باز بازی می کنند ، دو نفر از آن ها روی تاب بشکه فلزی هستند
125635185.jpg,دو کودک در پشت بام گرد و غبار از تاب ساخته شده از یک درام فولادی در حال چرخش هستند
125635185.jpg,دو کودک در حال بازی در یک نوسان بشکه موقت هستند
125635185.jpg,دو کودک روی یک بشکه چرخش بازی می کنند
125635185.jpg,یک پسر و یک دختر که روی بشکه تاب می خورند
1257692349.jpg,جمعیت متنوعی در خیابان های عمومی (و خانه های خشن) با تعداد زیادی دوچرخه به نمایش در می آیند
1257692349.jpg,انبوهی از مردم در میدان شهر حضور دارند و ظاهراً از یک مجسمه انسانی در میان خود غافل هستند
1257692349.jpg,گروهی از تماشاگران نگاهی به شخصی می اندازند که کلاهبرداری عجیبی روی سر او انجام می دهد
1257692349.jpg,گروهی از مردم در خیابان های نزدیک نمایش دوچرخه جمع شدند
1257692349.jpg,یک تاج بزرگ توسط سه دوست که از روی هم بالا می روند راه می رود
1258913059.jpg,سه نفر پشت میز بیرونی جلوی ساختمانی که مانند یونیون جک نقاشی شده نشسته اند
1258913059.jpg,سه نفر پشت میز پیک نیک بیرون از ساختمانی نشسته اند که مانند جک اتحادیه نقاشی شده است
1258913059.jpg,سه نفر کنار یک نیمکت بیرون از پیک نیک با چتر نشسته اند
1258913059.jpg,چند نفر در فضای باز پشت میز با چتر می نشینند و صحبت می کنند
1258913059.jpg,سه نفر در یک کافه بیرون می نشینند
1259627071.jpg,حدود دوازده مرد با لباس کار هستند که برای انجام یک کار راهنمایی می گیرند
1259627071.jpg,مردی با کت آبی ، گروهی را تشکیل می دهد که حداقل شانزده زن و مرد در یک مزرعه دارند
1259627071.jpg,مردی با کلیپ بورد با گروهی از مردان در یک زمینه صحبت می کند
1259627071.jpg,کشاورزان در اطراف ایستاده اند و عصبانی به نظر می رسند
1259627071.jpg,افرادی که در مزرعه ای بیرون ایستاده اند
1259936608.jpg,دو دختر جوان ، یکی دامن پوشیده و دیگری شلوارک کوتاه ، در آبنمای جوشان بازی می کنند
1259936608.jpg,یک دختر کوچک که دست هایش را دراز کرده با دیگران در یک پارک بارانی بازی می کند
1259936608.jpg,دو کودک در یک چشمه در پارک آبی بازی می کنند
1259936608.jpg,کودکانی که در چاه های عمومی آب بازی می کنند
1259936608.jpg,کودکان در چشمه آب بازی می کنند
1260501563.jpg,سه سگ در ساحل ، دهان باز است
1260501563.jpg,سه سگ روی ماسه ها راه می روند و سایه می اندازند
1260501563.jpg,این سه سگ در خیابان در حال گشت و گذار هستند
1260501563.jpg,این سه سگ روی ماسه ها قدم می زنند
1260501563.jpg,سه سگ از ساحل پایین می آیند
1260816604.jpg,شخصی سوار بر اتومبیل قرمز رنگ ، در پس زمینه پل
1260816604.jpg,خانمی که سوار ماشین قرمز است از روی پل رد می شود
1260816604.jpg,شخصی در داخل یک ماشین جمع و جور قرمز منتظر می ماند
1260816604.jpg,ماشین قرمز رنگی که از روی پل عبور می کند
1260816604.jpg,شخصی با ماشین قرمز رانندگی می کند
1262077938.jpg,یک زن جوان آسیایی با شلوارک بلند و تی شرت یقه ای خاکستری رنگ روی نیمکت چوبی نشسته است
1262077938.jpg,زن جوانی با کیف پول مشکی روی نیمکت چوبی نشسته است
1262077938.jpg,زنی با کیف دستی روی نیمکت چوبی نشسته است
1262077938.jpg,دختری با کیف پول مشکی که روی نیمکت چوبی نشسته است
1262077938.jpg,زنی تنها زیر نیمکت آفتاب و نیمکت پارک نشسته است
126238618.jpg,مردی که با کت ، روسری و کلاه نقاشی یک ساختمان را در یک تابلوی نقاشی در خیابان ها کشیده است
126238618.jpg,مردی ، بیرون خیابان خیابان های شهر ایستاده است و در حال نقاشی کردن یک خانه است
126238618.jpg,مردی که لباس مجلسی پوشیده است و در حال پرتره واقع گرایانه از یک ساختمان است
126238618.jpg,مردی مشغول نقاشی در پیاده رو شهر است
126238618.jpg,مردی در خیابان های شهر نقاشی می کشد
1262454669.jpg,زنی روی نیمکت نشسته است و یک لته در دامان خود دارد و یک سگ سفید روی بند آبی به پهلو دارد
1262454669.jpg,زنی روی نیمکت غذا می خورد در حالی که یک سگ لیز قهوه ای و سفید در کنارش ایستاده است
1262454669.jpg,زنی که روی نیمکت نشسته و بندهای یک سگ سفید و قهوه ای بزرگ را در دست دارد
1262454669.jpg,دختری با لباس سفید روی نیمکت پارک نشسته و سگی در کنار اوست
1262454669.jpg,زنی با سگ مقابلش روی نیمکت پارک نشسته است
1262583859.jpg,مردی با لباس سبز روشن و عینک آفتابی در حالی که در حال نوشیدن یک لاته است در خیابان ها دوچرخه سواری می کند
1262583859.jpg,مردی با لباس سبز روشن در حال دوچرخه سواری در حیاط سنگفرش شده ، نوشیدنی را احتیاط می کند
1262583859.jpg,مردی با یک دست دوچرخه سواری می کند و با دست دیگر نوشیدنی را نگه می دارد
1262583859.jpg,مردی که دوچرخه سواری کرده و لباسی سبز رنگ و نوشیدنی در دست دارد
1262583859.jpg,یک دوچرخه سوار از یک قهوه لذت می برد
1262720546.jpg,یک نوازنده جوان ، در حالی که روی یک صندلی پلاستیکی سفید نشسته بود ، گیتار کوچکی را می نواخت و آواز می خواند
1262720546.jpg,مردی در حال نواختن یک ساز کوچک مانند گیتار و خواندن یک میکروفون است
1262720546.jpg,مردی با لباس یقه ای آبی ساز می زند و آواز می خواند
1262720546.jpg,مردی که لباس آبی به تن دارد در خیابان مشغول اجرای برنامه است
1262720546.jpg,مردی که گیتار کوچکی می زند و آواز می خواند
1262808368.jpg,زنی با لباس آبی و شورت آبی دست خود را روی تاکسی سفید گذاشته است ، همانطور که پسری با لباس سبز و سفید در کنارش راه می رود
1262808368.jpg,زنی با لباس آبی با تلنگر ، هنگام عبور از کنار مرد جوانی با لباس راه راه سبز ، اتومبیلی را که در حال عبور است لمس می کند
1262808368.jpg,زنی با ژاکت آبی تیره و سفید ، با پسرش در خیابان می رود
1262808368.jpg,دستانی که زنان شلوارک دارند روی ماشین سفید قرار گرفته است
1262808368.jpg,زنی که آبی پوشیده در کنار اتومبیل سفید ایستاده است
1263126002.jpg,نوزادی با قلاده های بور در اتاق زرد و تلاش برای صعود از زمین بازی سبز
1263126002.jpg,کودک نوپای ماده ای که در دم میخکوب است در حال تلاش برای صعود از پارک بازی سبز و سفید است
1263126002.jpg,نوزادی که دم گوشت خوک دارد سعی می کند از زمین بازی آن ها بالا برود
1263126002.jpg,یک دختر بچه در حال تلاش برای صعود از تخت سبز خود است
1263126002.jpg,یک کودک نوپا در یک پارکینگ سبز است
12637806.jpg,مردی با شلوار جین و لباس آستین بلند آبی روی تلفنش است در حالی که به لبه ساختمان تکیه داده است
12637806.jpg,مردی با تلفن همراه بیرون از ساختمان ایستاده و تصاویر زنانی با لباس های مشکی را پشت سر خود دارد
12637806.jpg,فردی در حالی ایستاده است که یک پای خود را با شیئی در دست چپ خود قرار داده است
12637806.jpg,مردی با لباس جین آبی در حالی که عینک آفتابی به چشم دارد با تلفن همراهش صحبت می کند
12637806.jpg,مرد آبی پوش با تلفن تماس دارد
2647394564.jpg,کودکی در یک اتاق از یک تخت به اتاق دیگر می پرد
2647394564.jpg,یک کودک بور و کوچک که از یک تخت به تخت دیگر می پرد
2647394564.jpg,پسر کوچک بور از یک تخت به تخت دیگر می پرد
2647394564.jpg,پسر جوان بور در حال پریدن از تخت به رختخواب است
2647394564.jpg,پسر کوچکی از یک تخت به تخت دیگر می پرد
2647593678.jpg,زنی در حالی که جلوی یک سگ قهوه ای در حال دویدن می دود دست هایش را می زند
2647593678.jpg,سگ قرمز کوچک در حال دویدن در مسیری در مقابل چادرهای آبی است
2647593678.jpg,یک زن یک سگ کوچک را از طریق یک رقابت چابکی هدایت می کند
2647593678.jpg,زنی که سگ کوچک خود را از یک مسیر با مانع عبور می دهد
2647593678.jpg,زنی روی چمن با سگ کوچک بازی می کند
2648238429.jpg,خانمی با بلوز کرم و شلوار مشکی در حالی که دستش را به سمت یک کوره بزرگ بژ و مشکی دراز کرده است در حال عکس گرفتن است
2648238429.jpg,زنی که شلوار تیره ، روپوش سفید و شال خاکستری به تن دارد به یک وسیله آشپزی بزرگ در یک فروشگاه خرده فروشی مراجعه می کند
2648238429.jpg,خانمی در حال خرید یک اجاق گاز در یک فروشگاه لوازم منزل است و یکی از موارد مورد علاقه خود را پیدا کرده است
2648238429.jpg,زنی که یک کباب پز بزرگ را در جایی که به نظر می رسد یک فروشگاه هوم دپو است نشان می دهد
2648238429.jpg,یک زن مسن تر ، یک دستگاه نصب گریل بزرگ را در یک مرکز خانه مدل می کند
2648310638.jpg,شخصی با تاپ و شلوارک آبی و درپوش خود را در جاده ایستاده با کوهی با درختان در پس زمینه ایستاده است
2648310638.jpg,زنی با کلاه سفید و شلوار آبی در حال دویدن در لاین دوچرخه در جاده ای کوهستانی است
2648310638.jpg,زنی با تاپ و شلوارک آبی در حال دویدن در جاده آسفالته است
2648310638.jpg,زنی با بالا و کلاه سفید بنفش و در حال دویدن در جاده است
2648310638.jpg,زنی که در حال دویدن آهسته از تپه ای است با منظره ای زیبا که او را آزار می دهد
2648399206.jpg,یک دختر مو قرمز در یک قایق که جلیقه نجات آبی رنگ به تن دارد ، یک میله ماهیگیری در دست دارد
2648399206.jpg,یک دختر کوچک مو قرمز که جلیقه نجات آبی به تن دارد ، از یک قایق در حال ماهیگیری است
2648399206.jpg,یک دختر کوچک مو قرمز با رنگ بنفش در حال قایق ماهیگیری در یک دریاچه است
2648399206.jpg,یک دختر کوچک مو قرمز فقط یک ماهی کوچک را روی میله ماهیگیری خود گرفت
2648399206.jpg,کودکی در یک رودخانه در حال قایقرانی است
264859622.jpg,مردی که در حال طناب زدن است ، پایین زمین ، بین دو درخت
264859622.jpg,یک مرد جوان شبانه از یک طناب معلق عبور می کند
264859622.jpg,شب جوانی طناب بسته به درخت را می رود
264859622.jpg,مردی روی یک طناب کم ارتفاع زیر درخت راه می رود
264859622.jpg,مردی از طناب عبور می کند
2649056692.jpg,یک کودک نوپای سفیدپوست نر پوشیده از قسمت بالایی آبی رنگ روی صندلی کرم رنگ و یک باب اسفنجی بزرگ پر شده نشسته است
2649056692.jpg,یک پسر بچه روی صندلی بژ و کنار شلوار باب اسفنجی شکم پر نشسته است
2649056692.jpg,نوزادی با یک اسباب بازی باب اسفنجی شلوار مربعی روی صندلی نشسته است
2649056692.jpg,کودک با عروسک باب اسفنجی روی صندلی نشسته است
2649056692.jpg,کودکی که با یک اسباب بازی پر شده روی کاناپه نشسته است
2649216969.jpg,یک مرد تنها ، هنگام غروب آفتاب دوچرخه خود را در اسکله سوار می کند
2649216969.jpg,مردی که از یک روز طولانی کار در حال دوچرخه سواری در خانه است
2649216969.jpg,مردی که در کنار آب دوچرخه سواری می کند
2649216969.jpg,مردی با دوچرخه سواری در اسکله ای که آفتاب خورده است سوار می شود
2649216969.jpg,مردی که در اسکله دوچرخه سواری می کند
264928854.jpg,مردی در حالی که جلوی نمایشگر دیل ارنهارد ، جونیور ایستاده بود ، با تلفن صحبت می کند
264928854.jpg,این مرد جلوی یک فروشگاه ورزشی با تلفن همراهش صحبت می کند
264928854.jpg,مردی که جلوی پوسترهای دیل جونیور با چراغ قرمز ایستاده است
264928854.jpg,یک مرد در خارج از یک بار با تلفن همراه صحبت می کند
264928854.jpg,مردی که جلوی تابلوی نئون تلفنی است
2649406158.jpg,یک تازی قهوه ای و سفید که شماره پنج قرمز دارد ، در مسابقات میانی گرفتار می شود
2649406158.jpg,یک تازی با شماره پنج روی آن در امتداد یک مسیر مسابقه خاکی در حال دویدن است
2649406158.jpg,یک تازی خنده دار که شماره پنج را پوشیده است در یک مسیر سگ در حال دویدن است
2649406158.jpg,یک حیوان پوزخند از بالای یک میله فلزی می پرد و از میان گل و لای پاشیده می شود
2649406158.jpg,سگی با پوزه و ژاکت دارای پنج اجرا در مسیر خاکی است
2649850541.jpg,دختری در حالی که دست و صورتش در چمن است در پیاده رو خوابیده است
2649850541.jpg,یک دختر کوچک در حالی که صورتش در چمن است روی پیاده رو دراز کشیده است
2649850541.jpg,دختر کوچک روی پیاده رو خوابیده است
2649850541.jpg,دختری روی بزرگراه خود دراز می کشد
2649850541.jpg,دختری که روی پیاده رو خوابیده است
2650568697.jpg,دو پسر در کنار یکدیگر در پله های ساختمانی که ترافیک پشت سر آن ها است ، عکس می گیرند
2650568697.jpg,دو مرد در پایین مجموعه ای از پله ها در یک منطقه کلانشهر ژست می گیرند
2650568697.jpg,دو مرد روی مجموعه ای از پله های بیرون خیابان و کنار هم نشسته اند
2650568697.jpg,دو مرد کنار یک پله سنگی در یک محیط شهری کنار هم نشسته اند
2650568697.jpg,دو مرد روی پله ها جلوی ساختمان شهر نشسته اند
2650620212.jpg,یک پودل خالی و کرکی در حال قدم زدن در لبه استخر است
2650620212.jpg,یک سگ سیاه پوست در اطراف یک استخر شنای روباز می دود
2650620212.jpg,یک سگ سیاه پوست در کنار استخر قدم می زند
2650620212.jpg,یک پودل سیاه در لبه استخر راه می رود
2650620212.jpg,یک سگ سیاه پوست که کنار استخر قدم می زند
265086707.jpg,یک فرد خندان که پیراهن بدون آستین مشکی به تن دارد ، در حال کوبیدن میخ به یک تکه چوب است
265086707.jpg,یک جوان با افتخار با استفاده از مهارت های نجاری در خانه خود پیشرفت می کند
265086707.jpg,یک جوان سیاه لبخند در حال چوب زدن میخ در یک تکه چوب در مقابل یک سوله است
265086707.jpg,پسری که در یک مخزن مشکی رنگ است در حال کوبیدن میخ به یک تکه چوب است
265086707.jpg,یک نجار جوان میخ را در تکه چوبی کنده کاری می کند
2651080346.jpg,یک مجسمه ساز از یک زن بی انتها که به سمت بالا می رسد به یک دیوار صاف یک ساختمان متصل شده است که در آن سطح یک ردیف درب حصیری قرار دارد
2651080346.jpg,یک شکل فرشته سیاه و سفید روی دیوار قهوه ای یک ساختمان با درهای سیاه زیاد نقاشی شده است
2651080346.jpg,یک مجسمه از یک زن ژست دار به دیوار سنگی خاکستری متصل شده است که در پایین آن یک ردیف پنجره قرار دارد
2651080346.jpg,یک مجسمه از یک فرشته که در کنار یک ساختمان سوار شده است
2651080346.jpg,یک مجسمه در کنار یک ساختمان قرار دارد
265179051.jpg,مرد سبیل که با مرسدس بنز رانندگی می کند ، بالای شانه اش نگاه می کند و لبخند می زند
265179051.jpg,مرد خندان در صندلی راننده اتومبیل به صندلی عقب می چرخد
265179051.jpg,پیرمردی که صورتش را در حالی که چرخ اتومبیلش را گرفته بود ، لبخند می زد
265179051.jpg,مردی رو به دوربین و در حالی که پشت فرمان اتومبیل است لبخند می زند
265179051.jpg,مردی با رنگ موی نقره ای پشت فرمان نگاه می کند و لبخند می زند
