image_name,comment_number,comment-fa,comment,
1884065356,1,سگ سیاه و بزرگی که چیزی در دهانش است از حوضچه آب بیرون میآید, A large black dog with something in its mouth is coming out of a pool of water,
1884065356,2,یک لابراتور سیاه با توپ در دهانش که از گشت و گذار بیرون میآید,A black laborador with a ball in his mouth coming out of the surf,
1884065356,3,یک سگ سیاه با توپی در دهان از آب میدوید,A black dog runs through the water with a ball in its mouth,
1884065356,4,یک سگ سیاه در آب,A black dog in the water,
1884727806,0,درحالی که از یک استادیوم به زاویه ای نگاه میکنند دو تماشاگر با گوش های میکی موس آراسته شده اند,Two spectators are adorn with Mickey Mouse ears while looking back at an angle from a stadium,
1884727806,1,یک زن و مرد با گوشهای میکی موس در میان جمعیت ایستاده اند,A man and woman wearing Mickey Mouse ears stand in a crowd,
1884727806,2,یک زن و مرد در یک مراسم گوشهای میکی موس میپوشند,A man and a woman wear mickey mouse ears at an event,
1884727806,3,یک زن و مرد با گوشهای میکی موس در میان جمعیت,a man and woman wearing Mickey Mouse ears in a crowd,
1884727806,4,زن و مردی از کلاه های میکی موس استفاده میکنند,A man and woman wear Mickey Mouse hats,
188552459,0,مرد جوانی با موهای کرکی جلوی یک نقاشی ایستاده است,A young man with shaggy hair is standing in front of a painting,
188552459,1,مرد جوانی درحالی که جلوی پوستر ایستاده است درحال ارسال پیامک است,A young man is texting while standing in front of a poster,
188552459,2,پسری با لباس مشکی که جلوی تبلیغات ایستاده است,Boy in a black shirt standing in front of an advertisement,
188552459,3,یک هنرمند نقاشی دیواری روی یک پوستر روی یک دیوار آجری نقاشی میکشد,A graffiti artist paints over a poster on a brick wall,
188552459,4,مرد جوانی در مترو درحال قدم زدن است,A young man in a subway walking,
188576164,0,سه مرد جوان که شلوار جین آبی به تن دارند هنگام مکالمه جلوی گاراژ ایستاده اند,Three young men wearing blue jeans stand in front of a garage while having a conversation,
188576164,1,دو نفر جلوی در گاراژ ایستاده اند و به یکدیگر صحبت میکنند,Two guys are standing in front of a garage door looking at each other talking,
188576164,2,دو جوان در یک شب تاریک در پیاده رو بیرونی با هم صحبت میکنند,Two young men talk together on an outdoor sidewalk on a dark night,
188576164,3,دو جوان در پیاده رو ایستاده اند و با یکدیگر صحبت میکنند,Two young men are standing on the sidewalk talking to each other,
188576164,4,دو جوان در گوشه خیابان زیر چراغ خیابان صحبت میکنند,Two young men talk on the street corner under the streetlights,
18865365,0,یک مرد میانسال آفریقایی-آمریکایی کلاه بیس بال و لباس چهارخانه آبی و سفید دکمه دار به چیزی نزدیک خیابان تکیه داده بود,A middle-aged African-American man wearing a baseball cap and an unbuttoned blue and white plaid shirt was leaning on something near a street,
18865365,1,یک مرد سیاه پوست که یک لباس آبی پوشیده و برخی از آن ها در دوربین بازی میکنند,A black man wearing a blue shirt and some bling starring into the camera,
18865365,2,مرد سیاه پوستی با لباس آبی و سفید به دوربین خیره شده است,A black man in a blue & white shirt staring at the camera,
18865365,3,مردی با کلاه و دستبند به دوربین خیره میشود,A man wearing a hat and bracelet glares at the camera,
18865365,4,مردی با کلاه با دستهای جمع شده نشسته است,A man in a hat is sitting with his hands folded,
188741283,0,یک زن کمی اضافه وزن با دامن کوتاه و بالا ایستاده در پیاده رو جلوی دیوار با چندین پوستر قدیمی و یک پنجره ممنوع,A slightly overweight woman in a short skirt and top stands on the sidewalk in front of a wall with several old posters and a barred window,
188741283,1,زنی که دامن کوتاه تاپ زرد و ژاکت جین به تن دارد جلوی یک ساختمان آجری ایستاده است که با علائم فرسوده پوشانده شده است, A woman wearing a short skirt yellow top and denim jacket stands in front of a brick building covered with worn out signs,
188741283,2,زن درحالی که لباس سفید کوتاه با ژاکت و دامن جین پوشیده است در برابر دیواری پر از تبلیغات قدیمی ایستاده است,Woman stands against wall filled with old advertisements wearing a short white shirt with jean jacket and skirt,
188741283,3,زنی که شلوارک مشکی کت مشکی و تی شرت سفید به تن دارد دستانش را در کنار یک ساختمان ایستاده است, A woman wearing black shorts a black jacket and white t-shirt is standing arms akimbo next to a building,
188741283,4,زنی بلوند آشغال تنها در کوچه ای تاریک ایستاده است,Trashy blond woman standing alone in a dark alley,
1889398867,0,مردی با لباس کلاه سیاه و رو به عقب زن درحال راه رفتن و علامتی در سمت راست, Man in jersey with backwards black hat woman walking by & a sign on the right,
1889398867,1,یک نر سیاه پوست با یک بطری آب به دیوار تکیه داده است,A black male leaning up against a wall with a water bottle,
1889398867,2,چند نفر در ایستگاه مترو منتظرند,Several people are waiting in a metro station,
1889398867,3,زن و شوهر منتظر رسیدن مترو,couple waiting for the subway to arrive,
1889398867,4,افرادی که در یک منطقه استراحت منتظرند,People waiting in a rest area,
1889535339,0,سه دختر جوان روی زمین کاشی کاری شده سبز و سفید نشسته اند,Three young girls are sitting on a green and white tiled floor,
1889535339,1,دو دختر بچه مو بلند روی سکویی نشسته اند,Two long-haired little girls are sitting on a platform,
1889535339,2,دخترانی با موهای بلند و تیره که روی زمین نشسته اند,Girls with long dark hair sitting on the floor,
1889535339,3,سه دختر کف اتاق نشسته اند,Three girls sitting on the floor of a room,
1889535339,4,دختران کوچکی که روی یک حاشیه نشسته اند,Little girls sitting on a curb,
189022647,0,زنی که به ماشین قهوه ای قدیمی تکیه داده و گربه ای در بالای ماشین قرار دارد,A woman leaning on an old brown car with a cat on top of the car,
189022647,1,زنی با لباس بلوز سگهایی را بالای ماشین مارون قرار میدهد,A woman in a blues dress is putting dogs on top of a maroon car,
189022647,2,زنی با لباس و دامن آبی در کنار یک ماشین قهوه ای ایستاده است,A woman in a blue shirt and skirt stands next to a maroon car,
189022647,3,زنی با لباس آبی گربه ای را از سقف اتومبیل بیرون میکشد,A woman in a blue outfit pulls a cat off the roof of a car,
189022647,4,زنی که قصد دارد حیوان خانگی را از کاپوت اتومبیل خود خارج کند,Woman trying to get pet off the hood of her car,
189035312,0,یک بازار شلوغ مملو از جمعیت است از جمله زنانی که سرهایشان را با حجاب پوشانده اند, A crowded marketplace is filled with people including women with their heads covered with veils,
189035312,1,بسیاری از مردم درحال گشت و گذار در یک بازار شلوغ در فضای باز هستند,Many people are walking through a crowded outdoor marketplace,
189035312,2,گروهی از مردم در بازار شلوغ فضای باز قدم میزنند,A group of people walk through a crowded outdoor market,
189035312,3,منطقه ای در یک کشور عربی که بسیار شلوغ است,An area in an arab country that is very crowded,
189035312,4,یک خیابان شلوغ بازار در خاور میانه,A busy market street in the middle east,
189038731,0,دو مرد با جلیقه های نارنجی و کلاه های سخت در یک پارکینگ در انگلیس هستند که کنار یک پست ایستاده اند,Two men in orange vests and hard hats are at a parking garage in the UK standing by a post,
189038731,1,دو کارگر با کلاه های سخت و جلیقه های ایمنی در نزدیکی یک بلوک زرد رنگ از بتن ایستاده اند,Two workers in their hard hats and safety vests stand near a yellow block of concrete,
189038731,2,دو مرد با کلاه های سفت سفید در کنار دیواری پوشیده شده از دیوارنوشته ایستاده اند,Two men in white hard hats are standing beside a graffiti-covered wall,
189038731,3,دو کارگر که از تجهیزات ایمنی استفاده میکنند و به یک پروژه نگاه میکنند,Two workers wearing safety gear looking at a project,
189038731,4,دو مرد با کلاه های سخت که کنار تابلوی خیابان ایستاده اند,Two men wearing hard hats standing by a street sign,
189100641,0,دو جوان بزرگ از جنس مخالف درحال پخش موسیقی هستند پسر روی طبل است و زن درحال آواز خواندن است, Two young adults of opposite gender are playing music the boy is on the drums and the female is singing,
189100641,1,زنی با آواز میخواند و در پس زمینه طبل میزند,A woman singing with a man and drums in the background,
189100641,2,یک درامر مرد و یک خواننده زن در یک اجرا,A male drummer and a female singer at a performance,
189100641,3,زنی با موهای قهوه ای که درحال خواندن یک میکروفون است, A woman with brown hair singing into a microphone,
189100641,4,دختری جلوی میکروفون ایستاده و آواز میخواند,A girl is standing in front of a microphone singing,
1891331926,0,میم برزیلی در این تصویر برای اجرای انفرادی خود در خیابان های برزیل درحال نواختن راکت به عنوان گیتار است,Brazilian mime is playing the racket as a guitar for his solo performance on the streets of Brazil in this picture,
1891331926,1,مردی با کت و شلوار مشکی و کلاه حصیری راکت تنیس را در دست دارد گویی گیتار است,A man in a black suit and straw hat holds a tennis racket as if it were a guitar,
1891331926,2,مردی با لباس تاکیدو که وانمود میکند مانند گیتار راکت تنیس بازی میکند,A man in a tuxedo pretending to play a tennis racket like a guitar,
1891331926,3,مردی با راکست و کلاه حصیری که راکت تنیس در دست دارد,Man in tuxedo and straw hat holding tennis racket,
1891331926,4,مردی با لباس تاکیدو مشغول بازی راکت تنیس است,A man in a tuxedo is playing a tennis racket,
1891462514,0,به نظر میرسد این یک زن مسلمان است که پاهایش در یک سوراخ است,This appears to be a Muslim woman with her legs in a hole,
1891462514,1,خانم درحال حفر یک سوراخ عمیق برای کاشت درخت بود,The lady was digging a deep hole to plant the tree,
1891462514,2,زنی با حجاب سفید در زمین فرو میرود,A woman in a white hijab digs into the ground,
1891462514,3,یک زن فقیر در یک شال درحال حفاری سنگ است,A poor woman in a shawl is digging for rocks,
1891462514,4,زنی با شال در زمین سوراخ میکند,A woman in a shawl digs a hole in the ground,
1891510004,0,مردی با لباس سفید با ارسی بنفش در انتظار ایستادن برای برداشتن سنگی در ساحل است,A man in a white shirt with a purple sash is pending over to pick up a stone on the beach,
1891510004,1,یک مرد خم شده است و از چیزی در ساحل صخره ای مشرف است,A man is bent overlooking at something on a rocky beach,
1891510004,2,مردی که سنگهای کنار ساحل را جمع میکند,A man picking up rocks along the beach,
1891510004,3,مردی که در ساحل سنگ برمی دارد,A man picking up stones at the beach,
1891510004,4,مردی سنگی را در دریا انتخاب میکند,A man pick a stone at the sea,
189233427,0,زنی که یک فنجان سفید به مردی تحویل میدهد که جعبه روزنامه و سبد خرید بین آن هاست,A woman handing a white cup to a man with a newspaper box and a shopping cart between them,
189233427,1,زنی که گوش هایش را پوشیده است درحال نوشیدنی دادن به زنی است که دو کیف در دست دارد,A woman wearing ear pieces is serving a beverage to a woman carrying two bags,
189233427,2,زنی که هنگام تعامل با یک مرد به گوش های گوش گوش میدهد,A woman listening to earbuds while interacting with a man,
189233427,3,یک مرد سیاه پوست درحال خرید یک نوشیدنی از یک فروشنده خیابانی است,A black man is buying a drink from a street vendor,
189233427,4,زنی که به یک مرد آمریکایی آفریقایی تبار فنجانی میدهد,A woman giving a cup to an African American man,
189244453,0,مردی در جایی که به نظر میرسد فروشگاه محصولات است دست مرد دیگری را لمس میکند,A man is touching the hand of another man at what appears to be a produce store,
189244453,1,مردی با پایه میوه ای که به مرد دیگری تغییر میدهد,A man with a fruit stand giving change to another man,
189244453,2,مردی با لباس مشکی میوه فروشی در بازار,A man in a black shirt selling fruit at the market,
189244453,3,مردی درحال اشاره به دست مرد دیگری است,A man is pointing into another man 's hand,
189244453,4,مردی میوه را با لبخند خرید,A man bought a fruits with a smile,
18924662,0,رقصنده های زن بومی سنتی که رقص را برای مخاطبان ارائه میدهند, Traditional native female dancers presenting a dance for the audience,
18924662,1,دو زن هند شرقی با پوشیدن لباس سنتی روی صحنه میرقصند,Two East Indian women wearing traditional garb are dancing on stage,
18924662,2,زنان درحالی که لباسی آبی بر تن دارند روی صحنه میرقصند,Women dancing on a stage while wearing a blue dress,
18924662,3,بانوان هندی در مقابل جمعیت میرقصند,indian ladies dancing in front of crowd,
18924662,4,یک سنت رقص زنان هندی,A tradition Indian women dancing,
1893252455,0,یک مرد ریش دار درحال بازی با سربازان اسباب بازی تانک ها و تاس هایی است که یک سرباز و یک بمب روی آن نقاشی کرده است, Bearded man playing a game with toy soldiers tanks and a dice with a soldier and a bomb painted on it,
1893252455,1,مردی در پس زمینه در شرف غلتیدن یک مرد با ارتش و یک مرگ در پیش زمینه است,A man in the background about to roll a die with army men and a die in the foreground,
1893252455,2,مردی با ژاکت آبی و زیر پیراهن یقه دار درحال بازی رومیزی ریسک است,A man wearing a blue sweater and collared undershirt is playing the board game Risk,
1893252455,3,مردی که یک بازی تخته ای با شکل و تاس بازی میکند نوبت خود را میگیرد,A man playing a board game with figures and dice takes his turn,
1893252455,4,مردی درحال بازی با سربازان اسباب بازی است,A man is playing a game with toy soldiers,
189374296,0,یک ژیمناست زن که یک پرتو قرمز بر روی پرتو تعادل با بازوهایی بالای سرش قرار دارد,A female gymnast wearing a red leotard on a balance beam with arms raised over her head,
189374296,1,یک ژیمناست قرمز پوش در مقابل جمعیت تماشاچی درحال انجام یک پرتو تعادل است,A gymnast in red is doing a balance beam routine in front of a crowd of onlookers,
189374296,2,زن جوانی در مقابل تماشاگران به صورت معمول پرتو تعادل را انجام میدهد,A young woman performs a balance beam routine in front of spectators,
189374296,3,جمعیت در پرتو تعادل زن جوانی را با لباس قرمز میبینند,A crowd watches a young woman in a red leotard on a balance beam,
189374296,4,زنی که ژیمناستیک را در المپیک احتمالاً استرالیا انجام میدهد, The Woman performing Gymnastics in Olympics possibly Australia,
1893769156,0,مردم در یک سکو قرار دارند که از قطار قرمز و آبی سوار و پیاده میشوند,People are on a platform getting on and off of a red and blue train,
1893769156,1,افراد زیادی منتظر نوبت سوار شدن به تراموا هستند,Numerous people await their turn to board the tram,
1893769156,2,گروهی جلوی قطار ایستاده اند,A group of people are standing in front of a train,
1893769156,3,افرادی که منتظر سوار شدن به قطار هستند,People waiting to get on a train,
1893769156,4,مردم در انتظار توقف قطار هستند,People awaiting a train to stop,
189400451,0,گروهی از مردم همراه با بازار و معماری قدیمی در پس زمینه قدم میزنند,A group of people walking together with a market and old architecture in the background,
189400451,1,جمعیت از یک ساختار زیبا و باستانی عبور میکنند,Crowds stroll past an elegant and ancient looking structure,
189400451,2,انبوهی از مردم درحال عبور از کنار یک طاق قدیمی هستند,A crowd of people are walking past an old archway,
189400451,3,ازدحام جمعیت در گذشته باز میشود,Crowd shuffles past opening in old structure,
189400451,4,گردشگران با ساختمانی باستانی قدم میزنند,Tourists walk by ancient building,
189478619,0,دو مرد با لباس های سفید با بند گردنبندهای آبی و کلاه های خاکستری درحالی که مردم از کنار آن میگذرند کنار آن ایستاده اند, Two men in white shirts with suspenders blue neckties and gray hats stand to the side as people walk by,
189478619,1,دو مرد با لباس های سفید که لباس هایشان را پایین انداخته اند کلاه های سفید و روسری های آبی دور گردنشان بسته اند," Two men dressed in white shirts button down shirts white hats with blue scarves tied around their necks,",
189478619,2,دو جوان کنار هم ایستاده اند که با آن ها چوب بند باند و کلاه پوشیده اند, Two young men stand side-by-side wearing suspenders bandannas and caps,
189478619,3,دو مرد لباس سفید گردنبندهای آبی و تارهای لباس به تن دارند, Two men are dressed in white shirts blue neckties and suspenders,
189478619,4,دو مرد درحال تعلیق با یک زن صحبت میکنند,Two men in suspenders talking to a woman,
189479565,0,مردی که لباس سفید روسری آبی و جاروبرقی به دست دارد بیرون از رستوران با دستانش روی باسن ایستاده است, A man wearing a white shirt blue scarf and suspenders stands with his hands on his hips outside of a restaurant,
189479565,1,مردی که لباس رسمی دارد جلوی یک ساختمان ژست گرفته است,A man in formal wear is posing in front of a building,
189479565,2,مردی که بند بندش بیرون است,A man wearing suspenders poses outside,
189479565,3,مردی با لباس رسمی در یک فروشگاه,a man in a formal outfit at a store,
189479565,4,مردی بیرون از کافه ایستاده است,A man is standing outside at a cafe,
189519520,0,دو مرد جوان و یک زن که یک نوزاد را حمل میکنند دور یک جای هندوانه جمع شده اند,Two young men and a woman carrying an infant are gathered around a stand of watermelons,
189519520,1,افرادی که در جلوی هندوانه های کنار خیابان ایستاده اند,People standing in front of watermelons on side of the street,
189519520,2,مردم در بازار هندوانه میفروشند,People at a marketplace selling watermelons,
189519520,3,مردم دور یک سطل هندوانه ایستاده اند,People stand around a bin of watermelons,
189519520,4,هندوانه فروشی در بازار آسیا,Watermelons for sale in a asian market,
189521182,0,این دختر مهارت هایی کسب کرده و با بازی با آتش آن ها را به رخ میکشد!,This girl has got some skills and is showing them off by playing with fire !,
189521182,1,زنی با انجام رقص آتش تماشاگران را سرگرم میکند,A woman entertaining an audience by doing a fire dance,
189521182,2,یک ماده درحالی که آتش را میچرخاند روی زمین نشسته است,A female is sitting on the ground while twirling fire,
189521182,3,یک زن رقاص آتش که درحال شعله ور شدن است,A female fire dancer spinning flames,
189521182,4,دختری که برای نمایش در آتش نشسته است,girl sitting in fire for a show,
189570539,0,دو دختر جوان با لباس شنا درحالی که زیر چشمه آب ایستاده اند میخندند,Two young girls in bathing suits laugh while standing under a fountain of water,
189570539,1,دو دختر جوان لباس حمام به تن کرده و زیر آب افتاده ایستاده اند,Two young girls are wearing bathing suits and standing under falling water,
189570539,2,دو دختر با لباس حمام زیر یک چشمه آب ایستاده اند,Two girls in bathing suits stand under a water fountain,
189570539,3,دختران هنگام بازی در پاشیدن آب قهقهه میزنند,Girls giggle as they play in spraying water,
189570539,4,دو دختر در لباس شنا هستند,Two girls are in a bathing suits,
1895768965,0,سگی با یک گوش بالا از طریق برگهای پاییز به بیرون میدوزد,A dog with one ear up runs outside through the fall leaves,
1895768965,1,یک سگ سفید و قهوه ای درحال فرار از برگهای نارنجی است,A white and brown dog is running over orange leaves,
1895768965,2,سگی با گوشهای فلاپی در پاییز در جنگلی میدود,A dog with floppy ears runs in a forest in the fall,
1895768965,3,یک سگ از روی سطح زمین پوشانده شده با سرعت دوید,a dog sprints across the leaf covered ground,
1895768965,4,یک سگ سیاه و سفید در بعضی از برگها میدود,A black and white dog runs in some leaves,
18965154,0,پسری با لباس نمایشگاه رنسانس کنار ماشین های پارک شده روی چمن ها ایستاده است,A boy in a Renaissance Fair costume is standing by cars parked on grass,
18965154,1,پسر جوانی یک لباس فرم پوشیده و لبخند طبل برای دوربین است,A young boy is wearing an uniform with a drum smiles for the camera,
18965154,2,این مرد جوانی است که ژاکت زرد سیاه و قرمز به تن دارد, This is young man dressed in a yellow black and red jacket,
18965154,3,پسر جوانی با لباس جالب,A young boy with an interesting attire,
18965154,4,پسر با لباس دقیق,Guy in elaborate costume,
1897025969,0,دو سگ یکی سفید و دیگری سیاه در شن و ماسه با یکدیگر بازی میکنند, Two dogs one white and one black play with each other in the sand,
1897025969,1,یک سگ سیاه درحالی که روی شن ها ایستاده است سگ سفید را گاز میگیرد,A black dog bites a white dog while standing on the sand,
1897025969,2,یک سگ سیاه و یک سگ سفید روی زمین کشتی میگیرند,A black dog and a white dog are wrestling on the ground,
1897025969,3,درگیری یک سگ سیاه و یک سگ برنزه,A black dog and a tan dog fighting,
1897025969,4,دو سگ دعوا میکنند,two dogs fight,
1897067588,0,مردی که از عینک های سبز استفاده میکند به عنوان یک زن با عینک های سبز تماشا میکند و یک مشعل را در بالای بلوک های چوبی لحیم میکند,A man wearing green goggles watches as a woman in green goggles and holding a torch solders some metal on top of wooden blocks,
1897067588,1,همانطور که مرد تماشا میکند یک زن یک قطعه فلز را لحیم میکند,A woman is soldering a piece of metal as a man watches,
1897067588,2,زنی که از عینک استفاده میکند از دمنده استفاده میکند,A woman wearing goggles is using a blowtorch,
1897067588,3,یک زن مشغول جوشکاری فلز روی میز کار است,A woman is welding metal at a work table,
1897067588,4,زنی با لباس سبز درحال جوشکاری است,A woman in a green shirt is welding,
189721896,0,یک مرد صخره ای صخره ای بسیار بلند بالا میرود و یک طناب آبی پشت سر او قرار دارد, A man rock climbs up a very tall cliff with a blue rope behind him,
189721896,1,کوهنورد قرمز رنگ کوهنوردان را به صورت صخره ای بلند هدایت میکند,The climber in red is leading climbers up a long rock face,
189721896,2,مردی که لباس قرمز بر تن دارد از دیوار سنگی بالا میرود,A man wearing a red shirt is climbing up the rock wall,
189721896,3,یک مرد جوان از کوه بالا میرود دیگری در زیر دنبال میشود, A young man climbs a mountain another follows below,
189721896,4,انسان سنگ را مقیاس میکند,Man scales rock,
189740668,0,مردی بدون تجهیزات ایمنی از یک صخره بالا میرود,A man climbs up a cliff face with no safety equipment,
189740668,1,یک مرد بدون لباس درحال بالا رفتن از دامنه کوه است,A shirtless man is climbing up a mountainside,
189740668,2,پسر بچه ای روی صخره سنگی چرخ چرخ میکند,A boy does a cartwheel on a rock cliff,
189740668,3,مردی از سازه ای شیب دار بالا میرود,A man climbs on a steep structure,
189740668,4,یک مرد از یک سنگ بزرگ صعود میکند,a man climbs a large rock,
189940458,0,پیرمرد لباسی آبی که به یک قوطی آبجو در دست خیره شده است,Older man in blue shirt staring down at a beer can in his hand,
189940458,1,مردی با لباس مشکی گردن به آبجو نگاه میکند,A man in a v neck black shirt looking at a beer,
189940458,2,مردی درحال نوشیدن قوطی آبجو,A man drinking out of a Stella ARtois beer can,
189940458,3,یک آقای مسن تر به آبجوش نگاه میکند,An older gentleman looking down at his beer,
189940458,4,پیرمردی به آبجوش نگاه میکند,An old man looks at his beer,
190083339,0,  دو بزرگسال، یکی زن سفیدپوش، با سایه‌ها و یکی مرد، لباس‌های خاکستری، درحال قدم زدن در خیابان، دور از غذاخوری با تصویری تار از یک پیراهن قرمز تیره رنگ در پیش‌زمینه, Two adults one female in white with shades and one male gray clothes walking across a street away from a eatery with a blurred image of a dark colored red shirted person in the foreground,
190083339,1,زنی سفیدپوش در پیش‌زمینه و مردی کمی پشت سر درحال راه رفتن با تابلویی برای پیتزا جان و ژیرو در پس‌زمینه,Woman in white in foreground and a man slightly behind walking with a sign for John 's Pizza and Gyro in the background,
190083339,2,زنی درحال گذر از آن طرف خیابان و درحال خوردن موز است درحالی که مردی با کیفش دنبال آن میرود, A woman is walking across the street eating a banana while a man is following with his briefcase,
190083339,3,زنی که سفید پوش است و غذا میخورد کنار مردی که کیف خود را در دست دارد راه میرود, A woman wearing all white and eating walks next to a man holding a briefcase,
190083339,4,یک زن و مرد از خیابان مقابل یک رستوران پیتزا و ژیروسکوپ عبور میکنند,A man and a woman cross the street in front of a pizza and gyro restaurant,
1901514112,0,هنگامی که دنباله ای کوچک و پر از جمعیت به برج کوچک آب نزدیک میشود یک دختر کوچک سرخ نشسته است,A little redheaded girl sits in front as the tiny trail full of people approaches the tiny water tower,
1901514112,1,بزرگسالان با بچه های خود سوار بر یک قطار کوچک قرمز رنگ هستند,Adults with their kids are riding on a small red train,
1901514112,2,گروهی سوار قطار سرگرم کننده میشوند,A group of people are taking a fun train ride,
1901514112,3,افرادی که سوار قطار پارک مینیاتوری میشوند,People riding a miniature park train,
1901514112,4,قطار کوچکی با خانواده سوار میشود,little train rides with the family,
1901867746,0,زنان مسن با هم زدن قابلمه در آشپزخانه خانگی غذا تهیه میکنند,older women preparing food by stirring a pot in household kitchen,
1901867746,1,یک زن میانسال در آشپزخانه خود گودالی فلزی به هم میزند,A middle-aged woman stirs a metal pit in her kitchen,
1901867746,2,یک زن درحال هم زدن محتوای قابلمه پخت و پز است,A woman is stirring the contents of a cooking pot,
1901867746,3,یک زن مسن دیگ را در آشپزخانه به هم میزند,An elderly woman stirs a pot in a kitchen,
1901867746,4,زنی با عینک آشپزی میکند, A Woman with glasses on cooking,
19023618,0,مردی با لباس سبز روشن سوار یک وسیله نقلیه از نوع نظافت خیابان های سبز روشن است,A man in a light green shirt is riding in a light green street cleaning type vehicle,
19023618,1,یک کارگر درحال رانندگی قطعه ای از ماشین آلات به رنگ سبز در پیاده رو شهر است,A worker is driving a piece of green colored machinery on a city sidewalk,
19023618,2,مردی در یک ماشین سبز درحال تمیز کردن یک پمپ در مقابل هتل دریک است,A man in a green machine is cleaning a pump in front of the Drake hotel,
19023618,3,مردی با کت سبز درحال رانندگی با ماشین تمیز کردن خیابان های سبز,Man in green jacket driving a green street cleaning machine,
19023618,4,یکی از خیابان های شهر توسط مردی که در یک وسیله نقلیه سبز قرار دارد تمیز میشود,A city street is being cleaned by a man in a green vehicle,
1904112245,0,یک سگ رنگ خاکستری درحال لیسیدن یک درخت افتاده در جنگل است,A gray colored dog is licking a fallen tree in the forest,
1904112245,1,یک سگ خاکستری یک درخت افتاده را در جنگل کشف میکند,A gray dog explores a fallen tree in the woods,
1904112245,2,سگی با جثه متوسط که در جنگل بو میکشد,A medium sized dog sniffing in a forest,
1904112245,3,سگی که روی یک درخت در جنگل ایستاده است,A dog standing on a log in a forest,
1904112245,4,سگی در جنگل,A dog in the forest,
190634565,0,چهار زن درحالی که روی یک صندلی نارنجی رنگ نشسته بودند به یک میز با غذا روی آن میخندند,4 women laughing at a table with food on it while sitting on an orange seat,
190634565,1,گروهی از دوستان در آنجا با هم هستند,A group of friends are enjoying there time together,
190634565,2,چهار زن خنده که دور یک میز ناهار خوری نشسته اند,Four laughing women sitting around a dining table,
190634565,3,چهار زن که یک وعده غذایی مشترک دارند با هم میخندند,Four women sharing a meal are laughing together,
190634565,4,چهار دختر دور یک میز نشسته و غذا میخورند,Four girls sit around a table eating food,
190638179,0,مردی با لباس سبز و خاکی های باری که در کنار یک جیپ سبز ایستاده است,Man in green shirt and cargo khakis standing next to a green jeep,
190638179,1,مردی با کلاه جلوی یک جیپ خاکستری در چمن های خشک ایستاده است,A man in a hat stands in front of a gray jeep in dry grass,
190638179,2,مردی با کلاه بیرون از زنگوله جیپ سبزش ایستاده است,A man in a hat standing outside of his green jeep rangler,
190638179,3,مردی که روی تپه خاکی کنار جیپ سیاه ایستاده است,Man standing on a dirt hill next to a black jeep,
190638179,4,مردی کنار جیپ مشکی اش,A man next to his black jeep,
190878894,0,دختری با لباس بنفش در یک تئاتر بین دو دختر با لباس سیاه نشسته است,A girl in a purple shirt sits between two girls in black shirts in a theater,
190878894,1,سه دوست دختر در یک تئاتر تاریک نشسته اند,Three girlfriends are sitting in a darkened theater,
190878894,2,سه زن در آمفی تئاتر نشسته اند,Three women are sitting down in an amphitheater,
190878894,3,سه زن نشسته اند و درحال عکس گرفتن هستند,3 women are sitting down posing for a picture,
190878894,4,سه زن جوان برای یک عکس لبخند میزنند,Three young women smiling for a photo,
190965502,0,چندین نفر در زیر آفتاب روی صندلی های چمن سفید در کنار یک آب قرار گرفته اند,Several people lay out in the sun on white lawn chairs by a body of water,
190965502,1,بسیاری از صندلی ها خالی است و فقط چند نفر از خورشید لذت میبرند,Many of the chairs are empty with only a few people enjoying the sun,
190965502,2,صندلی های اتاق نشیمن سفید در استراحتگاهی برای آفتاب گرفتن به صف شده اند,White lounge chairs are lined up at a resort for sunbathers,
190965502,3,دو نفر در میان صندلی های اتاق استراحت در ساحل سکونت میکنند,Two people are relaxing on a beach amidst lounge chairs,
190965502,4,مردم روی صندلی های سالن دراز کشیده اند,People are lying on lounge chairs,
190966995,0,یک پیرمرد گاری را با عکس یادگاری یکی از عزیزانش به خیابان هل میدهد,An elderly man pushes a cart with a loved one 's memorial picture down the street,
190966995,1,مردی درحال هل دادن یک چرخ دستی سه چرخ به پایین پیاده رو است که یک قطعه هنری در بالای آن قرار دارد,A man is pushing a three wheeled cart down a sidewalk with a piece of art on top,
190966995,2,مرد درحال هل دادن گاری پر از هنر است,the man is pushing a cart full of art,
190966995,3,پیرمرد کارت عتیقه را هل میدهد,Old man is pushing an antique card,
190966995,4,پیرمردی که در خیابان یک گاری هل میدهد,old man pushing a cart in street,
1910013808,0,بانویی با کت سبز و سیاه و شلوار آبی درحال عکس گرفتن از یک اسب, A Lady in a Green and Black Jacket and Blue pants taking a Photos of a Horse,
1910013808,1,یک زن خوشحال با کلاه قهوه ای و جلیقه سبز درحال عکس گرفتن از یک اسب است,A happy woman in a brown hat and green vest is taking a picture of a horse,
1910013808,2,زنی با جلیقه سبز سعی میکند تصویری از اسب را ثبت کند,A woman in a green vest tries to capture a picture of the horse,
1910013808,3,زنی با جلیقه سبز درحال عکس گرفتن از یک اسب است,A woman in a green vest is taking a picture of a horse,
1910013808,4,خنده درحالی که درحال عکس گرفتن از یک اسب است,Woman laughing while taking a picture of a horse,
